,Timestamp,CPU %,Memory %
18638247,97090,35.0,88
18638248,97200,48.0,86
18638249,97250,40.0,88
18638250,97320,34.0,87
18638251,97340,34.0,87
18638252,97360,38.0,87
18638253,97370,39.0,87
18638254,97380,37.0,88
18638255,97410,40.0,89
18638256,97430,38.0,90
18638257,97520,44.0,89
18638258,97700,38.0,89
18638259,97940,47.0,90
18638260,97970,44.0,90
18638261,98070,30.0,88
18638262,98130,34.0,87
18638263,98180,35.0,89
18638264,98240,28.0,88
18638265,98270,32.0,87
18638266,98300,39.0,87
18638267,98320,35.0,88
18638268,98370,35.0,86
18638269,98390,34.0,87
18638270,98420,28.0,86
18638271,98630,27.0,86
18638272,98760,47.0,92
18638273,98770,48.0,92
18638274,98900,47.0,97
18638275,98920,49.0,95
18638276,99060,37.0,93
18638277,99070,42.0,93
18638278,99130,41.0,92
18638279,99190,39.0,90
18638280,99470,24.0,88
18638281,99480,25.0,88
18638282,99510,24.0,88
18638283,99530,25.0,88
18638284,99540,28.0,89
18638285,99600,34.0,91
18638286,99630,37.0,90
18638287,99650,30.0,87
18638288,99750,31.0,89
18638289,99780,33.0,90
18638290,99790,35.0,91
18638291,99860,38.0,89
18638292,99870,36.0,89
18638293,99960,32.0,88
18638294,100060,35.0,89
18638295,100170,32.0,88
18638296,100210,35.0,88
18638297,100220,29.0,88
18638298,100240,33.0,88
18638299,100360,39.0,91
18638300,100420,36.0,90
18638301,100450,32.0,88
18638302,100520,28.0,87
18638303,100760,33.0,87
18638304,100820,38.0,89
18638305,100990,36.0,88
18638306,101020,53.0,90
18638307,101110,50.0,91
18638308,101390,32.0,89
18638309,101440,40.0,89
18638310,101460,37.0,89
18638311,101610,34.0,91
18638312,101780,39.0,89
18638313,101790,42.0,89
18638314,101810,40.0,89
18638315,101830,46.0,88
18638316,101930,43.0,88
18638317,101970,32.0,88
18638318,102120,38.0,90
18638319,102170,40.0,90
18638320,102320,34.0,88
18638321,102490,35.0,89
18638322,102510,35.0,89
18638323,102550,33.0,89
18638324,102560,33.0,90
18638325,102580,38.0,90
18638326,102620,34.0,90
18638327,102630,32.0,90
18638328,102660,42.0,92
18638329,103160,35.0,91
18638330,103190,35.0,90
18638331,103250,40.0,91
18638332,103290,35.0,91
18638333,103310,39.0,92
18638334,103350,46.0,93
18638335,103390,39.0,93
18638336,103800,42.0,91
18638337,104030,37.0,87
18638338,104050,38.0,88
18638339,104220,37.0,87
18638340,104430,49.0,91
18638341,104670,77.0,86
18638342,104700,43.0,88
18638343,104810,46.0,89
18638344,104990,47.0,93
18638345,105050,44.0,93
18638346,105090,49.0,91
18638347,105130,48.0,91
